Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,monotonic,amsl,local,relative,terrain,bottom_clearance
1654043860.990808,35,1654043860,990387644,map,-15.91204833984375,29.307342529296875,-1.242607593536377,-0.47588932514190674,-1.3454835414886475,0.10287594795227051
1654043861.0897233,36,1654043861,89397051,map,-16.118148803710938,29.309181213378906,-1.2407691478729248,-0.4740508794784546,-1.3407691717147827,0.10000000149011612
1654043861.1896915,37,1654043861,189366514,map,-16.1392879486084,29.3122501373291,-1.23770010471344,-0.4709818363189697,-1.3377001285552979,0.10000000149011612
1654043861.287875,38,1654043861,287474884,map,-16.16042709350586,29.313453674316406,-1.236495852470398,-0.46977758407592773,-1.3386507034301758,0.10215485095977783
1654043861.3897169,39,1654043861,389399755,map,-15.954324722290039,29.31350326538086,-1.2364469766616821,-0.4697287082672119,-1.3401851654052734,0.10373818874359131
1654043861.489881,40,1654043861,489367458,map,-16.09701156616211,29.314441680908203,-1.2355079650878906,-0.4687896966934204,-1.3355079889297485,0.10000000149011612
1654043861.5896661,41,1654043861,589351144,map,-16.09701156616211,29.317378997802734,-1.232569694519043,-0.46585142612457275,-1.3325697183609009,0.10000000149011612
1654043861.689694,42,1654043861,689372903,map,-16.20270347595215,29.318418502807617,-1.2315306663513184,-0.46481239795684814,-1.3377772569656372,0.10624659061431885
1654043861.7887783,43,1654043861,788399829,map,-15.91204833984375,29.317052841186523,-1.2328972816467285,-0.4661790132522583,-1.3378978967666626,0.10500061511993408
1654043861.8878016,44,1654043861,887327680,map,-16.18156623840332,29.31694221496582,-1.2330069541931152,-0.466288685798645,-1.3338340520858765,0.10082709789276123
1654043861.9887233,45,1654043861,988402736,map,-16.18156623840332,29.317068099975586,-1.2328822612762451,-0.4661639928817749,-1.33574640750885,0.10286414623260498
1654043862.088597,46,1654043862,88308791,map,-16.118148803710938,29.318010330200195,-1.2319389581680298,-0.46522068977355957,-1.3319389820098877,0.10000000149011612
1654043862.190562,47,1654043862,190198551,map,-16.1392879486084,29.319551467895508,-1.2303980588912964,-0.46367979049682617,-1.3303980827331543,0.10000000149011612
1654043862.2895372,48,1654043862,289210476,map,-16.1392879486084,29.32001304626465,-1.2299360036849976,-0.46321773529052734,-1.3341870307922363,0.10425102710723877
1654043862.3897884,49,1654043862,389374328,map,-16.033594131469727,29.31930160522461,-1.2306488752365112,-0.463930606842041,-1.3351777791976929,0.10452890396118164
1654043862.4895513,50,1654043862,489220180,map,-16.054733276367188,29.317914962768555,-1.2320353984832764,-0.46531713008880615,-1.3399450778961182,0.1079096794128418
1654043862.5894878,51,1654043862,589155847,map,-16.09701156616211,29.315765380859375,-1.234183669090271,-0.4674654006958008,-1.341641902923584,0.10745823383331299
1654043862.6875439,52,1654043862,687181310,map,-16.1392879486084,29.31243896484375,-1.2375106811523438,-0.47079241275787354,-1.349194049835205,0.11168336868286133
1654043862.7896123,53,1654043862,789285847,map,-16.118148803710938,29.308210372924805,-1.2417397499084473,-0.47502148151397705,-1.3507473468780518,0.10900759696960449
1654043862.8885136,54,1654043862,888190735,map,-16.22384262084961,29.304080963134766,-1.2458677291870117,-0.4791494607925415,-1.3563783168792725,0.11051058769226074
1654043862.9904442,55,1654043862,990099143,map,-16.1392879486084,29.299964904785156,-1.2499843835830688,-0.48326611518859863,-1.3577632904052734,0.10777890682220459
1654043863.0903807,56,1654043863,90044809,map,-16.07587242126465,29.297027587890625,-1.2529228925704956,-0.4862046241760254,-1.3541079759597778,0.10118508338928223
1654043863.1894283,57,1654043863,189077717,map,-16.118148803710938,29.295263290405273,-1.2546870708465576,-0.4879688024520874,-1.3561071157455444,0.10142004489898682
1654043863.2885115,58,1654043863,288197365,map,-16.18156623840332,29.29269027709961,-1.2572603225708008,-0.49054205417633057,-1.365668773651123,0.10840845108032227
1654043863.3894765,59,1654043863,389073865,map,-16.0124568939209,29.288169860839844,-1.26177978515625,-0.4950615167617798,-1.367460012435913,0.10568022727966309
1654043863.4894679,60,1654043863,489138661,map,-16.0124568939209,29.284011840820312,-1.2659375667572021,-0.49921929836273193,-1.3712279796600342,0.10529041290283203
1654043863.589392,61,1654043863,589022698,map,-16.054733276367188,29.28042984008789,-1.2695194482803345,-0.5028011798858643,-1.3711963891983032,0.10167694091796875
1654043863.6884587,62,1654043863,688036309,map,-16.20270347595215,29.277137756347656,-1.2728121280670166,-0.5060938596725464,-1.3753927946090698,0.10258066654205322
1654043863.7894323,63,1654043863,789059661,map,-16.18156623840332,29.273218154907227,-1.2767308950424194,-0.5100126266479492,-1.37984037399292,0.10310947895050049
1654043863.8895085,64,1654043863,889019013,map,-16.18156623840332,29.268949508666992,-1.2810004949569702,-0.5142822265625,-1.3903982639312744,0.1093977689743042
1654043863.988422,65,1654043863,988032846,map,-16.366527557373047,29.262706756591797,-1.2872428894042969,-0.5205246210098267,-1.3930270671844482,0.10578417778015137
1654043864.0903366,66,1654043864,90015698,map,-16.451082229614258,29.256526947021484,-1.2934226989746094,-0.5267044305801392,-1.3988642692565918,0.10544157028198242
1654043864.1894317,67,1654043864,189018309,map,-16.1392879486084,29.250247955322266,-1.2997024059295654,-0.5329841375350952,-1.4047865867614746,0.10508418083190918
1654043864.2892482,68,1654043864,288918160,map,-16.09701156616211,29.244800567626953,-1.3051482439041138,-0.5384299755096436,-1.4051482677459717,0.10000000149011612
1654043864.3892426,69,1654043864,388888253,map,-16.1392879486084,29.24062728881836,-1.3093230724334717,-0.5426048040390015,-1.4093230962753296,0.10000000149011612
1654043864.490275,70,1654043864,489963290,map,-16.07587242126465,29.237539291381836,-1.3124111890792847,-0.5456929206848145,-1.4124112129211426,0.10000000149011612
1654043864.5893157,71,1654043864,588968808,map,-16.244979858398438,29.23578453063965,-1.3141651153564453,-0.5474468469619751,-1.4141651391983032,0.10000000149011612
1654043864.6892445,72,1654043864,688884160,map,-16.07587242126465,29.23338508605957,-1.3165644407272339,-0.5498461723327637,-1.4165644645690918,0.10000000149011612
1654043864.7902122,73,1654043864,789864827,map,-16.033594131469727,29.230531692504883,-1.319417953491211,-0.5526996850967407,-1.4194179773330688,0.10000000149011612
1654043864.8901634,74,1654043864,889827105,map,-16.0124568939209,29.228578567504883,-1.3213719129562378,-0.5546536445617676,-1.4213719367980957,0.10000000149011612
1654043864.9893377,75,1654043864,988962030,map,-16.20270347595215,29.227611541748047,-1.3223371505737305,-0.5556188821792603,-1.4223371744155884,0.10000000149011612
1654043865.089089,76,1654043865,88770790,map,-16.033594131469727,29.227575302124023,-1.322374939918518,-0.5556566715240479,-1.422374963760376,0.10000000149011612
1654043865.190172,77,1654043865,189843327,map,-16.07587242126465,29.228599548339844,-1.3213506937026978,-0.5546324253082275,-1.4213507175445557,0.10000000149011612
1654043865.2891657,78,1654043865,288811549,map,-16.18156623840332,29.229087829589844,-1.3208621740341187,-0.5541439056396484,-1.4208621978759766,0.10000000149011612
1654043865.3890417,79,1654043865,388712456,map,-15.996603012084961,29.229881286621094,-1.3200693130493164,-0.5533510446548462,-1.4200693368911743,0.10000000149011612
1654043865.489009,80,1654043865,488702049,map,-16.244979858398438,29.231781005859375,-1.318168044090271,-0.5514497756958008,-1.418168067932129,0.10000000149011612
1654043865.588241,81,1654043865,587708623,map,-16.2661190032959,29.234880447387695,-1.3150684833526611,-0.5483502149581909,-1.415068507194519,0.10000000149011612
1654043865.6894743,82,1654043865,688714678,map,-16.22384262084961,29.236181259155273,-1.3137686252593994,-0.5470503568649292,-1.4137686491012573,0.10000000149011612
1654043865.7882636,83,1654043865,787681567,map,-16.20270347595215,29.236135482788086,-1.3138139247894287,-0.5470956563949585,-1.4138139486312866,0.10000000149011612
1654043865.8902993,84,1654043865,889784456,map,-16.16042709350586,29.235370635986328,-1.3145794868469238,-0.5478612184524536,-1.4145795106887817,0.10000000149011612
1654043865.9893365,85,1654043865,988759511,map,-15.996603012084961,29.23260498046875,-1.3173449039459229,-0.5506266355514526,-1.4173449277877808,0.10000000149011612
1654043866.0893452,86,1654043866,88762141,map,-16.07587242126465,29.22984504699707,-1.3201044797897339,-0.5533862113952637,-1.4209368228912354,0.10083234310150146
1654043866.189321,87,1654043866,188749974,map,-16.244979858398438,29.227153778076172,-1.3227951526641846,-0.5560768842697144,-1.4227951765060425,0.10000000149011612
1654043866.289093,88,1654043866,288614493,map,-16.07587242126465,29.2247371673584,-1.3252129554748535,-0.5584946870803833,-1.4258543252944946,0.10064136981964111
1654043866.3881528,89,1654043866,387585733,map,-16.16042709350586,29.2217960357666,-1.328154444694519,-0.5614361763000488,-1.428154468536377,0.10000000149011612
1654043866.4893131,90,1654043866,488721900,map,-16.366527557373047,29.219486236572266,-1.3304628133773804,-0.5637445449829102,-1.4304628372192383,0.10000000149011612
1654043866.5910933,91,1654043866,590550418,map,-15.954324722290039,29.21755027770996,-1.3323993682861328,-0.5656810998916626,-1.4323993921279907,0.10000000149011612
1654043866.6892183,92,1654043866,688647381,map,-16.287256240844727,29.21502685546875,-1.3349229097366333,-0.5682046413421631,-1.4349229335784912,0.10000000149011612
1654043866.7893085,93,1654043866,788704807,map,-16.20270347595215,29.212718963623047,-1.3372310400009155,-0.5705127716064453,-1.4372310638427734,0.10000000149011612
1654043866.8910499,94,1654043866,890513992,map,-16.345388412475586,29.210372924804688,-1.3395769596099854,-0.5728586912155151,-1.4395769834518433,0.10000000149011612
1654043866.9900227,95,1654043866,989469900,map,-16.1392879486084,29.208566665649414,-1.3413821458816528,-0.5746638774871826,-1.4413821697235107,0.10000000149011612
1654043867.090046,96,1654043867,89500492,map,-16.09701156616211,29.20444107055664,-1.34550940990448,-0.5787911415100098,-1.454811692237854,0.10930228233337402
1654043867.1889632,97,1654043867,188495233,map,-16.033594131469727,29.197338104248047,-1.3526105880737305,-0.5858923196792603,-1.4586002826690674,0.10598969459533691
1654043867.289131,98,1654043867,288552992,map,-16.033594131469727,29.191720962524414,-1.3582285642623901,-0.5915102958679199,-1.4614372253417969,0.10320866107940674
1654043867.3880017,99,1654043867,387472381,map,-16.303112030029297,29.186416625976562,-1.363532304763794,-0.5968140363693237,-1.4635323286056519,0.10000000149011612
1654043867.490929,100,1654043867,490378473,map,-16.287256240844727,29.180885314941406,-1.3690648078918457,-0.6023465394973755,-1.4742603302001953,0.10519552230834961
1654043867.588966,101,1654043867,588427529,map,-16.2661190032959,29.17420768737793,-1.3757421970367432,-0.609023928642273,-1.479734182357788,0.10399198532104492
1654043867.6909282,102,1654043867,690402658,map,-16.1392879486084,29.166513442993164,-1.3834365606307983,-0.6167182922363281,-1.492112398147583,0.10867583751678467
1654043867.7889254,103,1654043867,788432047,map,-16.09701156616211,29.158504486083984,-1.3914457559585571,-0.6247274875640869,-1.494415283203125,0.10296952724456787
1654043867.889158,104,1654043867,888331918,map,-16.244979858398438,29.151676177978516,-1.3982740640640259,-0.6315557956695557,-1.4982740879058838,0.10000000149011612
1654043867.987806,105,1654043867,987358955,map,-16.244979858398438,29.145435333251953,-1.4045140743255615,-0.6377958059310913,-1.5045140981674194,0.10000000149011612
1654043868.0881553,106,1654043868,87352084,map,-16.07587242126465,29.13937759399414,-1.4105730056762695,-0.6438547372817993,-1.5105730295181274,0.10000000149011612
1654043868.1879606,107,1654043868,187404621,map,-16.07587242126465,29.135459899902344,-1.4144901037216187,-0.6477718353271484,-1.5144901275634766,0.10000000149011612
1654043868.2909274,108,1654043868,290391528,map,-16.118148803710938,29.13266372680664,-1.4172860383987427,-0.6505677700042725,-1.5172860622406006,0.10000000149011612
1654043868.391845,109,1654043868,390308195,map,-16.033594131469727,29.131052017211914,-1.4188982248306274,-0.6521799564361572,-1.5188982486724854,0.10000000149011612
1654043868.4908059,110,1654043868,490292065,map,-16.20270347595215,29.129005432128906,-1.4209437370300293,-0.6542254686355591,-1.5209437608718872,0.10000000149011612
1654043868.5901976,111,1654043868,589357362,map,-16.09701156616211,29.125707626342773,-1.424241304397583,-0.6575230360031128,-1.524241328239441,0.10000000149011612
1654043868.6908112,112,1654043868,690229325,map,-16.20270347595215,29.122159957885742,-1.4277900457382202,-0.66107177734375,-1.5277900695800781,0.10000000149011612
1654043868.7887032,113,1654043868,788235732,map,-16.118148803710938,29.118610382080078,-1.4313390254974365,-0.6646207571029663,-1.5313390493392944,0.10000000149011612
1654043868.8897846,114,1654043868,889258491,map,-16.324249267578125,29.114492416381836,-1.43545663356781,-0.6687383651733398,-1.535456657409668,0.10000000149011612
1654043868.9879272,115,1654043868,987353417,map,-16.118148803710938,29.11083984375,-1.4391096830368042,-0.672391414642334,-1.539109706878662,0.10000000149011612
1654043869.090706,116,1654043869,90171547,map,-16.345388412475586,29.10843276977539,-1.44151771068573,-0.6747994422912598,-1.541517734527588,0.10000000149011612
1654043869.189698,117,1654043869,189199380,map,-16.09701156616211,29.107534408569336,-1.4424145221710205,-0.6756962537765503,-1.5424145460128784,0.10000000149011612
1654043869.2887418,118,1654043869,288235324,map,-16.387666702270508,29.10630989074707,-1.4436390399932861,-0.6769207715988159,-1.543639063835144,0.10000000149011612
1654043869.3879068,119,1654043869,387275065,map,-16.22384262084961,29.105255126953125,-1.4446945190429688,-0.6779762506484985,-1.5446945428848267,0.10000000149011612
1654043869.489716,120,1654043869,489188046,map,-16.09701156616211,29.104366302490234,-1.4455840587615967,-0.6788657903671265,-1.5455840826034546,0.10000000149011612
1654043869.5908692,121,1654043869,590196843,map,-16.287256240844727,29.104772567749023,-1.4451777935028076,-0.6784595251083374,-1.5451778173446655,0.10000000149011612
1654043869.6897311,122,1654043869,689190805,map,-16.033594131469727,29.104686737060547,-1.4452625513076782,-0.678544282913208,-1.5452625751495361,0.10000000149011612
1654043869.789735,123,1654043869,789040231,map,-16.118148803710938,29.104625701904297,-1.4453232288360596,-0.6786049604415894,-1.5453232526779175,0.10000000149011612
1654043869.888584,124,1654043869,888032639,map,-16.16042709350586,29.105052947998047,-1.4448962211608887,-0.6781779527664185,-1.5448962450027466,0.10000000149011612
1654043869.9898186,125,1654043869,989166639,map,-16.22384262084961,29.106115341186523,-1.4438350200653076,-0.6771167516708374,-1.5438350439071655,0.10000000149011612
1654043870.0896847,126,1654043870,89142898,map,-16.22384262084961,29.107446670532227,-1.442503571510315,-0.6757853031158447,-1.5425035953521729,0.10000000149011612
1654043870.1897085,127,1654043870,188978379,map,-16.18156623840332,29.108110427856445,-1.4418396949768066,-0.6751214265823364,-1.5418397188186646,0.10000000149011612
1654043870.2895865,128,1654043870,289053453,map,-15.996603012084961,29.107807159423828,-1.4421418905258179,-0.6754236221313477,-1.5421419143676758,0.10000000149011612
1654043870.389555,129,1654043870,388963379,map,-16.345388412475586,29.107141494750977,-1.4428086280822754,-0.6760903596878052,-1.5428086519241333,0.10000000149011612
1654043870.488869,130,1654043870,488003490,map,-16.345388412475586,29.107101440429688,-1.4428476095199585,-0.6761293411254883,-1.5428476333618164,0.10000000149011612
1654043870.5895512,131,1654043870,588907527,map,-16.387666702270508,29.106536865234375,-1.443413257598877,-0.6766949892044067,-1.5434132814407349,0.10000000149011612
1654043870.6900136,132,1654043870,689024786,map,-16.22384262084961,29.1052303314209,-1.4447194337844849,-0.6780011653900146,-1.5447194576263428,0.10000000149011612
1654043870.7892628,133,1654043870,788852916,map,-16.2661190032959,29.105239868164062,-1.4447098970413208,-0.6779916286468506,-1.5447099208831787,0.10000000149011612
1654043870.8883524,134,1654043870,887967786,map,-16.1392879486084,29.10477066040039,-1.4451794624328613,-0.6784611940383911,-1.5451794862747192,0.10000000149011612
1654043870.9892485,135,1654043870,988895027,map,-16.22384262084961,29.104290008544922,-1.4456604719161987,-0.6789422035217285,-1.5456604957580566,0.10000000149011612
1654043871.0892303,136,1654043871,88873175,map,-16.303112030029297,29.10382652282715,-1.4461239576339722,-0.679405689239502,-1.54612398147583,0.10000000149011612
1654043871.1890862,137,1654043871,188767564,map,-16.20270347595215,29.10366439819336,-1.4462862014770508,-0.6795679330825806,-1.5462862253189087,0.10000000149011612
1654043871.2892325,138,1654043871,288850434,map,-16.09701156616211,29.105180740356445,-1.4447697401046753,-0.6780514717102051,-1.5447697639465332,0.10000000149011612
1654043871.389155,139,1654043871,388753582,map,-16.2661190032959,29.10744285583496,-1.442507028579712,-0.6757887601852417,-1.5425070524215698,0.10000000149011612
1654043871.490144,140,1654043871,489799286,map,-16.366527557373047,29.10907554626465,-1.4408735036849976,0.0004774332046508789,-1.5408735275268555,0.10000000149011612
1654043871.592102,141,1654043871,591765045,map,-16.18156623840332,29.110305786132812,-1.4396432638168335,0.0017076730728149414,-1.5396432876586914,0.10000000149011612
1654043871.688115,142,1654043871,687712360,map,-16.2661190032959,29.11115837097168,-1.4387909173965454,0.0025600194931030273,-1.5387909412384033,0.10000000149011612
1654043871.7901385,143,1654043871,789759100,map,-16.118148803710938,29.11172103881836,-1.4382290840148926,0.0031218528747558594,-1.5382291078567505,0.10000000149011612
1654043871.8900745,144,1654043871,889739712,map,-16.1392879486084,29.112512588500977,-1.4374362230300903,0.0039147138595581055,-1.5374362468719482,0.10000000149011612
1654043871.9880602,145,1654043871,987678508,map,-16.118148803710938,29.116323471069336,-1.433626413345337,0.0077245235443115234,-1.5336264371871948,0.10000000149011612
1654043872.0891511,146,1654043872,88724767,map,-16.244979858398438,29.11920928955078,-1.4307395219802856,0.010611414909362793,-1.5307395458221436,0.10000000149011612
1654043872.1879573,147,1654043872,187638859,map,-16.345388412475586,29.120647430419922,-1.4293017387390137,0.012049198150634766,-1.5293017625808716,0.10000000149011612
1654043872.2892616,148,1654043872,288889526,map,-16.22384262084961,29.11942481994629,-1.4305256605148315,0.010825276374816895,-1.5407813787460327,0.11025571823120117
1654043872.3889873,149,1654043872,388656637,map,-16.118148803710938,29.116540908813477,-1.4334090948104858,0.007941842079162598,-1.5399413108825684,0.10653221607208252
1654043872.488902,150,1654043872,488555248,map,-16.1392879486084,29.114036560058594,-1.4359123706817627,0.005438566207885742,-1.5396438837051392,0.10373151302337646
1654043872.5908768,151,1654043872,590530526,map,-16.16042709350586,29.11171531677246,-1.4382346868515015,0.0031162500381469727,-1.5421236753463745,0.10388898849487305
1654043872.6889732,152,1654043872,688652489,map,-16.16042709350586,29.112396240234375,-1.4375542402267456,0.003796696662902832,-1.5375542640686035,0.10000000149011612
1654043872.7908351,153,1654043872,790482359,map,-16.287256240844727,29.114700317382812,-1.4352483749389648,0.006102561950683594,-1.5352483987808228,0.10000000149011612
1654043872.8898168,154,1654043872,889486989,map,-16.287256240844727,29.116899490356445,-1.4330506324768066,0.008300304412841797,-1.5330506563186646,0.10000000149011612
1654043872.9887967,155,1654043872,988479415,map,-16.303112030029297,29.119935989379883,-1.43001389503479,0.011337041854858398,-1.530013918876648,0.10000000149011612
1654043873.0898213,156,1654043873,89485063,map,-16.07587242126465,29.121929168701172,-1.428019642829895,0.013331294059753418,-1.528019666671753,0.10000000149011612
1654043873.1898062,157,1654043873,189421174,map,-16.303112030029297,29.124311447143555,-1.4256384372711182,0.015712499618530273,-1.525638461112976,0.10000000149011612
1654043873.2897224,158,1654043873,289410692,map,-16.22384262084961,29.126474380493164,-1.4234756231307983,0.017875313758850098,-1.5234756469726562,0.10000000149011612
1654043873.3897302,159,1654043873,389395470,map,-16.1392879486084,29.128538131713867,-1.4214119911193848,0.019938945770263672,-1.5217841863632202,0.10037219524383545
1654043873.488957,160,1654043873,488635470,map,-16.1392879486084,29.128772735595703,-1.4211772680282593,0.02017366886138916,-1.5278539657592773,0.10667669773101807
1654043873.5907104,161,1654043873,590358562,map,-16.2661190032959,29.128156661987305,-1.4217928647994995,0.019558072090148926,-1.5257149934768677,0.10392212867736816
1654043873.6887264,162,1654043873,688414322,map,-16.09701156616211,29.127370834350586,-1.4225783348083496,0.018772602081298828,-1.530555009841919,0.10797667503356934
1654043873.790727,163,1654043873,790344951,map,-16.244979858398438,29.125957489013672,-1.4239922761917114,0.01735866069793701,-1.5295661687850952,0.10557389259338379
1654043873.8897529,164,1654043873,889390951,map,-16.1392879486084,29.125308990478516,-1.4246400594711304,0.016710877418518066,-1.5263537168502808,0.10171365737915039
1654043873.9887486,165,1654043873,988443432,map,-16.244979858398438,29.125200271606445,-1.4247492551803589,0.01660168170928955,-1.527216911315918,0.10246765613555908
1654043874.0906072,166,1654043874,90266655,map,-16.20270347595215,29.12516975402832,-1.424780011177063,0.01657092571258545,-1.5277410745620728,0.10296106338500977
1654043874.189591,167,1654043874,189273210,map,-16.303112030029297,29.124908447265625,-1.4250417947769165,0.016309142112731934,-1.5281498432159424,0.10310804843902588
1654043874.2897122,168,1654043874,289361432,map,-16.1392879486084,29.125717163085938,-1.4242326021194458,0.017118334770202637,-1.5242326259613037,0.10000000149011612
1654043874.3896725,169,1654043874,389284266,map,-16.324249267578125,29.127796173095703,-1.422154188156128,0.019196748733520508,-1.5221542119979858,0.10000000149011612
1654043874.488633,170,1654043874,488298377,map,-16.18156623840332,29.128192901611328,-1.4217572212219238,0.01959371566772461,-1.5276410579681396,0.10588383674621582
1654043874.590586,171,1654043874,590243006,map,-16.1392879486084,29.126941680908203,-1.4230071306228638,0.018343806266784668,-1.5279953479766846,0.1049882173538208
1654043874.6905725,172,1654043874,690234636,map,-16.287256240844727,29.124940872192383,-1.42500901222229,0.0163419246673584,-1.5376086235046387,0.11259961128234863
1654043874.7896345,173,1654043874,789320895,map,-16.1392879486084,29.121320724487305,-1.4286283254623413,0.012722611427307129,-1.5381193161010742,0.10949099063873291
1654043874.888635,174,1654043874,888310099,map,-16.22384262084961,29.11736297607422,-1.4325865507125854,0.008764386177062988,-1.5476430654525757,0.11505651473999023
1654043874.9906654,175,1654043874,990275358,map,-16.16042709350586,29.11127471923828,-1.4386749267578125,0.0026760101318359375,-1.5511324405670166,0.1124575138092041
1654043875.089594,176,1654043875,89289098,map,-16.287256240844727,29.1042423248291,-1.445706844329834,-0.004355907440185547,-1.5620348453521729,0.11632800102233887
1654043875.1906407,177,1654043875,190213098,map,-16.244979858398438,29.09771156311035,-1.4522379636764526,-0.0108870267868042,-1.5639233589172363,0.11168539524078369
1654043875.2904859,178,1654043875,290155191,map,-16.345388412475586,29.091197967529297,-1.4587515592575073,-0.017400622367858887,-1.569981575012207,0.11123001575469971
