Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pressure.data,temperature.data,depth.data
1654043874.0993881,83,1654043874,98772764,,102820.329852885,27.97281876087189,0.15549699097905537
1654043874.2994688,84,1654043874,298798322,,102817.79880990884,27.970934730768203,0.15523811980969393
1654043874.4995701,85,1654043874,498838901,,102817.40746521742,27.971463581323622,0.15519809367863005
1654043874.6995375,86,1654043874,698809385,,102819.21199749358,27.97407478094101,0.155382658454843
1654043874.8994715,87,1654043874,898887157,,102820.25433271547,27.971661900281905,0.15548926689266873
1654043875.0994587,88,1654043875,98853826,,102816.17895615846,27.97179411292076,0.15507244366807746
1654043875.2994819,89,1654043875,298878908,,102817.22418034471,27.97318234562874,0.1551793475847191
1654043875.4994931,90,1654043875,498761892,,102816.3168475018,27.96686919212341,0.1550865469818625
1654043875.7004354,91,1654043875,699432134,,102814.46970538312,27.97143052816391,0.1548976241367174
1654043875.9007995,92,1654043875,899935007,,102822.94740184228,27.972124644517898,0.15576470984665816
1654043876.101026,93,1654043876,100175857,,102817.40767880349,27.971265262365343,0.1551981155238837
1654043876.3015301,94,1654043876,300120115,,102822.87377283747,27.969182913303374,0.1557571791856804
1654043876.5000062,95,1654043876,499240398,,102823.54176854738,27.96439020514488,0.15582550075595084
1654043876.699862,96,1654043876,698979854,,102820.5369204373,27.96842269062996,0.15551816952873052
1654043876.9007723,97,1654043876,899942159,,102820.04273356195,27.960688251256943,0.155467624857814
1654043877.1004684,98,1654043877,99244832,,102821.90783436014,27.97195937871933,0.15565838448898348
1654043877.300015,99,1654043877,299159526,,102816.34343011194,27.974570578336717,0.15508926581020166
1654043877.5001035,100,1654043877,499239444,,102822.15565713022,27.975132482051848,0.15568373141943415
1654043877.699451,101,1654043877,698865890,,102819.37648504681,27.976851246356965,0.1553994819879291
1654043877.9027674,102,1654043877,901070117,,102818.97840558377,27.97714872479439,0.1553587670348174
1654043878.0998852,103,1654043878,99200248,,102822.70576078254,27.982734708786012,0.15573999517200077
1654043878.299474,104,1654043878,298894882,,102816.30441805872,27.978371691703796,0.1550852757176064
1654043878.499425,105,1654043878,498811483,,102811.93913492958,27.98190837979317,0.15463880129624
1654043878.699331,106,1654043878,698812961,,102820.20799518534,27.97582659840584,0.1554845275616009
1654043878.8993094,107,1654043878,898717164,,102809.96628066899,27.98009045600891,0.15443702080723656
1654043879.0994723,108,1654043879,98741292,,102821.9077703759,27.978536957502364,0.1556583779447734
1654043879.2996469,109,1654043879,298927545,,102816.432871158,27.982172805070878,0.1550984137023555
1654043879.4994962,110,1654043879,498877525,,102822.12406053818,27.97857001066208,0.1556804997687638
1654043879.6998506,111,1654043879,698952674,,102823.27281413123,27.98104899764061,0.15579799251335252
1654043879.8996606,112,1654043879,899044513,,102818.70443375329,27.97883443593979,0.15533074561882546
1654043880.099617,113,1654043880,98964929,,102819.07696727704,27.98280081510544,0.15536884777269205
1654043880.2994988,114,1654043880,298876762,,102818.49945215002,27.981247316598893,0.15530978041679805
1654043880.4995363,115,1654043880,498851299,,102815.40997962061,27.979495499134064,0.15499379393457288
1654043880.6996324,116,1654043880,698915958,,102823.4351769205,27.98580865263939,0.1558145987288593
1654043880.8996503,117,1654043880,898992776,,102825.09737381915,27.984552632570267,0.15598460566233208
1654043881.0994036,118,1654043881,98793983,,102818.73226624227,27.985345908403396,0.1553335922828436
1654043881.2995021,119,1654043881,298879384,,102822.76461259548,27.986403609514237,0.15574601444460007
1654043881.500713,120,1654043881,499770402,,102822.05517444515,27.984222100973128,0.15567345420548342
1654043881.7009115,121,1654043881,700080394,,102819.97290626814,27.980288774967192,0.1554604830299706
1654043881.9006412,122,1654043881,899812459,,102814.1486854998,27.984255154132843,0.15486479071849116
1654043882.100905,123,1654043882,100089073,,102821.24382920215,27.985940865278245,0.1555904710662049
1654043882.3007839,124,1654043882,300139665,,102817.14379491511,27.982966080904006,0.1551711258870415
1654043882.5011275,125,1654043882,500228881,,102815.51019191254,27.9771817779541,0.1550040434931307
1654043882.7008636,126,1654043882,700094938,,102814.78776132455,27.974140887260436,0.15493015440754113
1654043882.902562,127,1654043882,901354551,,102813.51434732944,27.977247884273527,0.15479991158942247
1654043883.1009839,128,1654043883,100113630,,102813.05660462595,27.98104899764061,0.15475309437215792
1654043883.301088,129,1654043883,300155878,,102821.47006481321,27.983230506181716,0.1556136100953473
