Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,connected,armed,guided,manual_input,mode,system_status
1654044229.7029805,373,1654044229,701405924,,True,False,False,True,POSCTL,3
1654044230.702081,374,1654044230,701493572,,True,False,False,True,POSCTL,3
1654044231.7029624,375,1654044231,702418534,,True,False,False,True,POSCTL,3
1654044232.7001677,376,1654044232,698875441,,True,False,False,True,POSCTL,3
1654044233.7015915,377,1654044233,700369440,,True,False,False,True,POSCTL,3
1654044234.6998858,378,1654044234,699427403,,True,False,False,True,POSCTL,3
1654044235.7010212,379,1654044235,700172995,,True,False,False,True,POSCTL,3
1654044236.6998236,380,1654044236,699250513,,True,False,False,True,POSCTL,3
1654044244.444213,381,1654044244,443698638,,True,False,False,True,STABILIZED,3
1654044245.4433362,382,1654044245,442580415,,True,False,False,True,STABILIZED,3
1654044246.4428184,383,1654044246,442364136,,True,False,False,True,STABILIZED,3
1654044247.4428074,384,1654044247,442304377,,True,False,False,True,STABILIZED,3
1654044248.4444654,385,1654044248,443982561,,True,False,False,True,STABILIZED,3
1654044249.443378,386,1654044249,442881320,,True,False,False,True,STABILIZED,3
1654044250.444222,387,1654044250,443710245,,True,False,False,True,STABILIZED,3
1654044251.4450076,388,1654044251,444518448,,True,False,False,True,STABILIZED,3
1654044252.4451668,389,1654044252,444423059,,True,False,False,True,STABILIZED,3
1654044253.443694,390,1654044253,443227817,,True,False,False,True,STABILIZED,3
1654044254.445595,391,1654044254,445039706,,True,False,False,True,STABILIZED,3
1654044255.444475,392,1654044255,443903835,,True,False,False,True,STABILIZED,3
1654044256.4432251,393,1654044256,442789890,,True,False,False,True,STABILIZED,3
1654044257.4430227,394,1654044257,442603667,,True,False,False,True,STABILIZED,3
1654044258.4440053,395,1654044258,443472333,,True,False,False,True,STABILIZED,3
1654044259.4427342,396,1654044259,442265147,,True,False,False,True,STABILIZED,3
1654044260.4456642,397,1654044260,445069739,,True,False,False,True,STABILIZED,3
1654044261.444016,398,1654044261,442966035,,True,False,False,True,STABILIZED,3
1654044262.4432273,399,1654044262,442779886,,True,False,False,True,STABILIZED,3
1654044263.4450889,400,1654044263,444613645,,True,False,False,True,STABILIZED,3
1654044264.443076,401,1654044264,442498940,,True,False,False,True,STABILIZED,3
1654044265.4447947,402,1654044265,444259625,,True,False,False,True,STABILIZED,3
1654044266.4435658,403,1654044266,443114032,,True,False,False,True,STABILIZED,3
1654044267.4453993,404,1654044267,444904013,,True,False,False,True,STABILIZED,3
1654044268.44539,405,1654044268,444833512,,True,False,False,True,STABILIZED,3
1654044269.442917,406,1654044269,442611882,,True,False,False,True,STABILIZED,3
1654044270.4427783,407,1654044270,442442363,,True,False,False,True,POSCTL,3
1654044271.443642,408,1654044271,443277899,,True,False,False,True,POSCTL,3
1654044272.4435148,409,1654044272,443106806,,True,False,False,True,POSCTL,3
1654044273.4453208,410,1654044273,444937528,,True,False,False,True,POSCTL,3
1654044274.4443705,411,1654044274,443875064,,True,False,False,True,POSCTL,3
1654044275.4443264,412,1654044275,443823249,,True,False,False,True,POSCTL,3
1654044276.4432929,413,1654044276,442579193,,True,False,False,True,POSCTL,3
1654044277.4436576,414,1654044277,443287692,,True,False,False,True,POSCTL,3
1654044278.444488,415,1654044278,444116080,,True,False,False,True,POSCTL,3
1654044279.4443269,416,1654044279,443989598,,True,False,False,True,ALTCTL,3
1654044280.4433558,417,1654044280,442990005,,True,False,False,True,POSCTL,3
1654044281.4430504,418,1654044281,442699504,,True,False,False,True,POSCTL,3
1654044282.44382,419,1654044282,443473356,,True,False,False,True,POSCTL,3
1654044283.4456487,420,1654044283,445319966,,True,False,False,True,POSCTL,3
1654044284.444491,421,1654044284,444161206,,True,False,False,True,POSCTL,3
1654044285.445431,422,1654044285,444983613,,True,False,False,True,POSCTL,3
1654044286.4442255,423,1654044286,443861427,,True,False,False,True,POSCTL,3
1654044287.444508,424,1654044287,443912668,,True,False,False,True,POSCTL,3
1654044288.442846,425,1654044288,442547760,,True,False,False,True,POSCTL,3
1654044289.4436924,426,1654044289,443365907,,True,False,False,True,POSCTL,3
1654044290.4435382,427,1654044290,443232777,,True,False,False,True,POSCTL,3
1654044291.4433808,428,1654044291,443075147,,True,False,False,True,POSCTL,3
1654044292.44425,429,1654044292,443935035,,True,False,False,True,POSCTL,3
1654044293.4433293,430,1654044293,442858238,,True,False,False,True,POSCTL,3
1654044294.4445176,431,1654044294,443708478,,True,True,False,True,POSCTL,4
1654044295.4440475,432,1654044295,443478885,,True,True,False,True,POSCTL,4
1654044296.4448798,433,1654044296,444361644,,True,True,False,True,POSCTL,4
1654044297.4446304,434,1654044297,444179976,,True,True,False,True,POSCTL,4
1654044298.44455,435,1654044298,444030050,,True,True,False,True,POSCTL,4
1654044299.4462569,436,1654044299,445803716,,True,True,False,True,POSCTL,4
1654044300.446217,437,1654044300,445682826,,True,True,False,True,POSCTL,4
1654044301.4460027,438,1654044301,445488400,,True,True,False,True,POSCTL,4
1654044302.4438946,439,1654044302,443383214,,True,True,False,True,POSCTL,4
1654044303.4466877,440,1654044303,446157121,,True,True,False,True,POSCTL,4
1654044304.445542,441,1654044304,445030194,,True,True,False,True,POSCTL,4
1654044305.443419,442,1654044305,442950212,,True,True,False,True,POSCTL,4
1654044306.4461575,443,1654044306,445652138,,True,True,False,True,POSCTL,4
1654044307.444986,444,1654044307,444539470,,True,True,False,True,POSCTL,4
1654044308.445928,445,1654044308,445335785,,True,True,False,True,POSCTL,4
1654044309.445704,446,1654044309,445238136,,True,True,False,True,POSCTL,4
1654044310.447603,447,1654044310,447039246,,True,True,False,True,POSCTL,4
1654044311.4453337,448,1654044311,444846690,,True,True,False,True,POSCTL,4
1654044312.4441774,449,1654044312,443699671,,True,True,False,True,POSCTL,4
1654044313.4440548,450,1654044313,443586541,,True,True,False,True,POSCTL,4
1654044314.4439766,451,1654044314,443421985,,True,True,False,True,POSCTL,4
1654044315.4438055,452,1654044315,443302725,,True,True,False,True,POSCTL,4
1654044316.445636,453,1654044316,445088724,,True,True,False,True,POSCTL,4
1654044317.446425,454,1654044317,445895668,,True,True,False,True,POSCTL,8
1654044318.446282,455,1654044318,445740779,,True,True,False,True,POSCTL,8
1654044319.4462025,456,1654044319,445677519,,True,True,False,True,POSCTL,8
1654044320.4459894,457,1654044320,445477685,,True,True,False,True,POSCTL,8
1654044321.4447527,458,1654044321,444278777,,True,True,False,True,POSCTL,8
1654044322.4436243,459,1654044322,443180110,,True,False,False,True,POSCTL,8
1654044323.443445,460,1654044323,442966053,,True,False,False,True,POSCTL,8
1654044324.4443011,461,1654044324,443820034,,True,False,False,True,POSCTL,3
1654044325.4444742,462,1654044325,443955849,,True,False,False,True,POSCTL,3
1654044326.4460208,463,1654044326,445528811,,True,False,False,True,POSCTL,3
1654044327.4448924,464,1654044327,444340458,,True,False,False,True,POSCTL,3
1654044328.4446368,465,1654044328,444168088,,True,False,False,True,POSCTL,3
1654044329.4445426,466,1654044329,443966180,,True,False,False,True,POSCTL,3
1654044330.4463458,467,1654044330,445863401,,True,False,False,True,POSCTL,3
1654044331.4461398,468,1654044331,445670549,,True,False,False,True,POSCTL,3
1654044332.4460378,469,1654044332,445538807,,True,False,False,True,POSCTL,3
1654044333.445922,470,1654044333,445379214,,True,False,False,True,POSCTL,3
1654044334.443709,471,1654044334,443230954,,True,False,False,True,POSCTL,3
1654044335.4445539,472,1654044335,444009343,,True,False,False,True,POSCTL,3
1654044336.4453878,473,1654044336,444875435,,True,False,False,True,POSCTL,3
1654044337.444181,474,1654044337,443728119,,True,False,False,True,POSCTL,3
1654044338.4441035,475,1654044338,443601952,,True,False,False,True,POSCTL,3
1654044339.4463305,476,1654044339,445793674,,True,False,False,True,POSCTL,3
1654044340.446777,477,1654044340,446250432,,True,False,False,True,POSCTL,3
1654044341.4465399,478,1654044341,446065654,,True,False,False,True,POSCTL,3
1654044342.4443758,479,1654044342,443946653,,True,True,False,True,POSCTL,4
1654044343.4452252,480,1654044343,444737782,,True,True,False,True,POSCTL,4
1654044344.4444487,481,1654044344,443635597,,True,True,False,True,POSCTL,4
1654044345.4439692,482,1654044345,443456281,,True,True,False,True,POSCTL,4
1654044346.4445553,483,1654044346,444187318,,True,True,False,True,POSCTL,8
1654044347.4444337,484,1654044347,444067761,,True,True,False,True,POSCTL,8
1654044348.4462867,485,1654044348,445904094,,True,True,False,True,POSCTL,8
1654044349.4440658,486,1654044349,443723334,,True,True,False,True,POSCTL,8
1654044350.4439406,487,1654044350,443591963,,True,True,False,True,POSCTL,8
1654044351.443937,488,1654044351,443465870,,True,False,False,True,POSCTL,8
1654044352.4458175,489,1654044352,445294592,,True,False,False,True,ALTCTL,3
1654044353.4456122,490,1654044353,445158665,,True,False,False,True,POSCTL,3
1654044354.446548,491,1654044354,445999628,,True,False,False,True,POSCTL,3
1654044355.4453743,492,1654044355,444831497,,True,False,False,True,POSCTL,3
1654044356.445159,493,1654044356,444670645,,True,False,False,True,POSCTL,3
1654044357.4452207,494,1654044357,444551070,,True,False,False,True,POSCTL,3
1654044358.44475,495,1654044358,444280810,,True,False,False,True,POSCTL,3
1654044359.4466026,496,1654044359,446129180,,True,True,False,True,POSCTL,4
1654044360.446512,497,1654044360,446005883,,True,True,False,True,POSCTL,4
1654044361.4463284,498,1654044361,445885160,,True,True,False,True,POSCTL,4
1654044362.4451613,499,1654044362,444658641,,True,True,False,True,POSCTL,4
1654044363.4460397,500,1654044363,445484493,,True,True,False,True,POSCTL,4
1654044364.4449034,501,1654044364,444396492,,True,True,False,True,POSCTL,4
1654044365.4447079,502,1654044365,444216140,,True,True,False,True,POSCTL,4
1654044366.444509,503,1654044366,444029546,,True,True,False,True,POSCTL,4
1654044367.4462886,504,1654044367,445842509,,True,True,False,True,POSCTL,4
1654044368.4441884,505,1654044368,443740730,,True,True,False,True,POSCTL,4
1654044369.4462807,506,1654044369,445621378,,True,True,False,True,POSCTL,4
1654044370.4470031,507,1654044370,446400933,,True,True,False,True,POSCTL,4
1654044371.4460826,508,1654044371,445339599,,True,True,False,True,POSCTL,4
1654044372.4456353,509,1654044372,445089987,,True,True,False,True,POSCTL,4
1654044373.446447,510,1654044373,445938042,,True,True,False,True,POSCTL,4
1654044374.4442863,511,1654044374,443803727,,True,True,False,True,POSCTL,4
1654044375.4450285,512,1654044375,444543930,,True,True,False,True,POSCTL,4
1654044376.4447005,513,1654044376,444335837,,True,True,False,True,POSCTL,4
1654044377.44562,514,1654044377,445195558,,True,True,False,True,POSCTL,4
1654044378.4464006,515,1654044378,446031928,,True,True,False,True,POSCTL,4
1654044379.4443054,516,1654044379,443949224,,True,True,False,True,POSCTL,4
1654044380.44606,517,1654044380,445708279,,True,True,False,True,POSCTL,4
1654044381.4461446,518,1654044381,445605019,,True,True,False,True,POSCTL,4
1654044382.4451308,519,1654044382,444502444,,True,True,False,True,POSCTL,4
1654044383.4458306,520,1654044383,445310147,,True,True,False,True,POSCTL,4
1654044384.4457684,521,1654044384,445194165,,True,True,False,True,POSCTL,4
1654044385.444499,522,1654044385,444032294,,True,True,False,True,POSCTL,4
1654044386.4459374,523,1654044386,445003405,,True,True,False,True,POSCTL,4
1654044387.4469943,524,1654044387,446632312,,True,True,False,True,POSCTL,4
1654044388.4448485,525,1654044388,444446533,,True,True,False,True,POSCTL,4
1654044389.446781,526,1654044389,446336755,,True,True,False,True,POSCTL,4
1654044390.4444401,527,1654044390,444096365,,True,True,False,True,POSCTL,4
1654044391.4463513,528,1654044391,445995180,,True,True,False,True,POSCTL,4
1654044392.4475713,529,1654044392,446830790,,True,True,False,True,POSCTL,4
1654044393.4471354,530,1654044393,446665641,,True,True,False,True,POSCTL,4
1654044394.4470344,531,1654044394,446561382,,True,True,False,True,POSCTL,4
1654044395.4468508,532,1654044395,446363122,,True,True,False,True,POSCTL,4
1654044396.4465594,533,1654044396,446203658,,True,True,False,True,POSCTL,4
1654044397.4463763,534,1654044397,445992620,,True,True,False,True,POSCTL,4
1654044398.4462352,535,1654044398,445838416,,True,True,False,True,POSCTL,4
1654044399.4461436,536,1654044399,445671490,,True,True,False,True,POSCTL,4
1654044400.445877,537,1654044400,445496619,,True,True,False,True,POSCTL,4
1654044401.4460227,538,1654044401,445457692,,True,True,False,True,POSCTL,4
1654044402.4467645,539,1654044402,446284692,,True,True,False,True,POSCTL,4
1654044403.4465427,540,1654044403,446090191,,True,True,False,True,POSCTL,4
1654044404.4452364,541,1654044404,444842339,,True,True,False,True,POSCTL,4
1654044405.4451494,542,1654044405,444695949,,True,True,False,True,POSCTL,4
1654044406.4470117,543,1654044406,446555541,,True,True,False,True,POSCTL,4
1654044407.4467554,544,1654044407,446408429,,True,True,False,True,POSCTL,4
1654044408.4446247,545,1654044408,444227966,,True,True,False,True,POSCTL,4
1654044409.4456518,546,1654044409,445173799,,True,True,False,True,POSCTL,4
1654044410.4474845,547,1654044410,446927983,,True,True,False,True,POSCTL,4
1654044411.446282,548,1654044411,445768705,,True,True,False,True,POSCTL,4
1654044412.4461668,549,1654044412,445658000,,True,True,False,True,POSCTL,4
1654044413.4469082,550,1654044413,446453592,,True,True,False,True,POSCTL,4
1654044414.445592,551,1654044414,445237462,,True,True,False,True,POSCTL,4
1654044415.4464087,552,1654044415,446017962,,True,True,False,True,POSCTL,4
1654044416.4472806,553,1654044416,446899035,,True,True,False,True,POSCTL,4
1654044417.4450934,554,1654044417,444717090,,True,True,False,True,POSCTL,4
1654044418.4469957,555,1654044418,446614219,,True,True,False,True,POSCTL,4
1654044419.4459379,556,1654044419,445466052,,True,True,False,True,POSCTL,4
1654044420.445736,557,1654044420,445276699,,True,True,False,True,POSCTL,4
1654044421.4454398,558,1654044421,445039088,,True,True,False,True,POSCTL,4
1654044422.4462297,559,1654044422,445872272,,True,True,False,True,POSCTL,4
1654044423.445143,560,1654044423,444718790,,True,True,False,True,POSCTL,4
1654044424.4469454,561,1654044424,446584845,,True,True,False,True,POSCTL,4
1654044425.446776,562,1654044425,446411956,,True,True,False,True,POSCTL,4
1654044426.4455621,563,1654044426,445195937,,True,True,False,True,POSCTL,4
1654044427.4464424,564,1654044427,446045973,,True,True,False,True,POSCTL,4
1654044428.4453464,565,1654044428,444932176,,True,True,False,True,POSCTL,4
1654044429.4452093,566,1654044429,444773861,,True,True,False,True,POSCTL,4
1654044430.4459498,567,1654044430,445575323,,True,True,False,True,POSCTL,4
1654044431.4448833,568,1654044431,444437693,,True,True,False,True,POSCTL,4
1654044432.4477675,569,1654044432,447251914,,True,True,False,True,POSCTL,4
1654044433.4456465,570,1654044433,445163266,,True,True,False,True,POSCTL,4
1654044434.4458778,571,1654044434,445003561,,True,True,False,True,POSCTL,4
1654044435.44556,572,1654044435,444843190,,True,True,False,True,POSCTL,4
1654044436.4461272,573,1654044436,445642949,,True,True,False,True,POSCTL,4
1654044437.4481473,574,1654044437,447516689,,True,True,False,True,POSCTL,4
1654044438.4459105,575,1654044438,445314781,,True,True,False,True,POSCTL,4
1654044439.446685,576,1654044439,446143188,,True,True,False,True,POSCTL,4
1654044440.4454145,577,1654044440,444922669,,True,True,False,True,POSCTL,4
1654044441.447302,578,1654044441,446793539,,True,True,False,True,POSCTL,4
1654044442.4449086,579,1654044442,444552501,,True,True,False,True,POSCTL,4
1654044443.447946,580,1654044443,447451908,,True,True,False,True,POSCTL,4
1654044444.4477367,581,1654044444,447236278,,True,True,False,True,POSCTL,4
1654044445.447629,582,1654044445,447131721,,True,True,False,True,POSCTL,4
1654044446.4455116,583,1654044446,444991110,,True,True,False,True,POSCTL,4
1654044447.44534,584,1654044447,444822905,,True,True,False,True,POSCTL,4
1654044448.4460967,585,1654044448,445643609,,True,True,False,True,POSCTL,4
1654044449.4479327,586,1654044449,447447478,,True,True,False,True,POSCTL,4
1654044450.4479587,587,1654044450,447326293,,True,True,False,True,POSCTL,4
1654044451.4456925,588,1654044451,445198403,,True,True,False,True,POSCTL,4
1654044452.4455383,589,1654044452,444986180,,True,True,False,True,POSCTL,4
1654044453.4461422,590,1654044453,445762032,,True,True,False,True,POSCTL,4
1654044454.4470158,591,1654044454,446630549,,True,True,False,True,POSCTL,4
1654044455.445803,592,1654044455,445437919,,True,True,False,True,POSCTL,4
1654044456.4477336,593,1654044456,447297604,,True,True,False,True,POSCTL,4
1654044457.4454968,594,1654044457,445169251,,True,True,False,True,POSCTL,4
1654044458.447464,595,1654044458,446998121,,True,True,False,True,POSCTL,4
1654044459.4473314,596,1654044459,446821417,,True,True,False,True,POSCTL,4
1654044460.4461951,597,1654044460,445643972,,True,True,False,True,POSCTL,4
1654044461.4458134,598,1654044461,445432434,,True,True,False,True,POSCTL,4
1654044462.4477837,599,1654044462,447271397,,True,True,False,True,POSCTL,4
1654044463.4465733,600,1654044463,446166989,,True,True,False,True,POSCTL,4
1654044464.4462962,601,1654044464,445957062,,True,True,False,True,POSCTL,4
1654044465.4451869,602,1654044465,444795098,,True,True,False,True,POSCTL,4
1654044466.4481375,603,1654044466,447659357,,True,True,False,True,POSCTL,4
1654044467.4479973,604,1654044467,447548301,,True,True,False,True,POSCTL,4
1654044468.4469905,605,1654044468,446413208,,True,True,False,True,POSCTL,4
1654044469.4466703,606,1654044469,446215578,,True,True,False,True,POSCTL,4
1654044470.4465053,607,1654044470,446033873,,True,True,False,True,POSCTL,4
1654044471.4483402,608,1654044471,447853095,,True,True,False,True,POSCTL,4
1654044472.446174,609,1654044472,445683039,,True,True,False,True,POSCTL,4
1654044473.447106,610,1654044473,446587557,,True,True,False,True,POSCTL,4
1654044474.4467885,611,1654044474,446380593,,True,True,False,True,POSCTL,4
1654044475.4475734,612,1654044475,447230630,,True,True,False,True,POSCTL,4
1654044476.4453936,613,1654044476,445000851,,True,True,False,True,POSCTL,4
1654044477.4482267,614,1654044477,447848517,,True,True,False,True,POSCTL,4
1654044478.4470704,615,1654044478,446687276,,True,True,False,True,POSCTL,4
1654044479.4481013,616,1654044479,447596016,,True,True,False,True,POSCTL,4
1654044480.447953,617,1654044480,447442460,,True,True,False,True,POSCTL,4
1654044481.4469411,618,1654044481,446285867,,True,True,False,True,POSCTL,4
1654044482.4455917,619,1654044482,445090440,,True,True,False,True,POSCTL,4
1654044483.4465456,620,1654044483,445905958,,True,True,False,True,POSCTL,4
1654044484.4473703,621,1654044484,446782550,,True,True,False,True,POSCTL,4
1654044485.447153,622,1654044485,446624475,,True,True,False,True,POSCTL,4
1654044486.4467497,623,1654044486,446396790,,True,True,False,True,POSCTL,4
1654044487.4466116,624,1654044487,446251178,,True,True,False,True,POSCTL,4
1654044488.4463959,625,1654044488,446036233,,True,True,False,True,POSCTL,4
1654044489.447238,626,1654044489,446873492,,True,True,False,True,POSCTL,4
1654044490.4480875,627,1654044490,447723509,,True,True,False,True,POSCTL,4
1654044491.4482694,628,1654044491,447649416,,True,True,False,True,POSCTL,4
1654044492.446928,629,1654044492,446495990,,True,True,False,True,POSCTL,4
1654044493.4478064,630,1654044493,447317323,,True,True,False,True,POSCTL,4
1654044494.447336,631,1654044494,446143285,,True,True,False,True,POSCTL,4
1654044495.4485254,632,1654044495,448021840,,True,True,False,True,POSCTL,4
1654044496.4485075,633,1654044496,447825561,,True,True,False,True,POSCTL,4
1654044497.4481475,634,1654044497,447690302,,True,True,False,True,POSCTL,4
1654044498.4480195,635,1654044498,447513505,,True,True,False,True,POSCTL,4
1654044499.4458554,636,1654044499,445371745,,True,True,False,True,POSCTL,4
1654044500.4486282,637,1654044500,448151429,,True,True,False,True,POSCTL,4
1654044501.4475033,638,1654044501,447023688,,True,True,False,True,POSCTL,4
1654044502.4484773,639,1654044502,447866188,,True,True,False,True,POSCTL,4
1654044503.4481695,640,1654044503,447718187,,True,True,False,True,POSCTL,4
1654044504.4490583,641,1654044504,448561242,,True,True,False,True,POSCTL,4
1654044505.4479065,642,1654044505,447411575,,True,True,False,True,POSCTL,4
1654044506.4488602,643,1654044506,448245241,,True,True,False,True,POSCTL,4
1654044507.4474866,644,1654044507,447013092,,True,True,False,True,POSCTL,4
1654044508.4463873,645,1654044508,445905925,,True,True,False,True,POSCTL,4
1654044509.4482398,646,1654044509,447719720,,True,True,False,True,POSCTL,4
1654044510.4480464,647,1654044510,447572442,,True,True,False,True,POSCTL,4
1654044511.4459367,648,1654044511,445441182,,True,True,False,True,POSCTL,4
1654044512.446812,649,1654044512,446264830,,True,True,False,True,POSCTL,4
1654044513.4486132,650,1654044513,448059607,,True,True,False,True,POSCTL,4
1654044514.446208,651,1654044514,445845569,,True,True,False,True,POSCTL,4
1654044515.4460497,652,1654044515,445702661,,True,True,False,True,POSCTL,4
1654044516.4478576,653,1654044516,447508790,,True,True,False,True,POSCTL,4
1654044517.4476771,654,1654044517,447319697,,True,True,False,True,POSCTL,4
1654044518.44766,655,1654044518,447229104,,True,True,False,True,POSCTL,4
1654044519.4496899,656,1654044519,449077085,,True,True,False,True,POSCTL,4
1654044520.4462163,657,1654044520,445862936,,True,True,False,True,POSCTL,4
1654044521.4480371,658,1654044521,447681602,,True,True,False,True,POSCTL,4
1654044522.4458911,659,1654044522,445554453,,True,True,False,True,POSCTL,4
1654044523.4487305,660,1654044523,448358768,,True,True,False,True,POSCTL,4
1654044524.4466696,661,1654044524,446226971,,True,True,False,True,POSCTL,4
1654044525.4485912,662,1654044525,448154840,,True,True,False,True,POSCTL,4
1654044526.4474144,663,1654044526,446961673,,True,True,False,True,POSCTL,4
1654044527.4473202,664,1654044527,446825506,,True,True,False,True,POSCTL,4
1654044528.4480972,665,1654044528,447614894,,True,True,False,True,POSCTL,4
1654044529.446955,666,1654044529,446480208,,True,True,False,True,POSCTL,4
1654044530.446595,667,1654044530,446237467,,True,True,False,True,POSCTL,4
1654044531.447584,668,1654044531,447155911,,True,True,False,True,POSCTL,4
1654044532.4462712,669,1654044532,445915596,,True,True,False,True,POSCTL,4
1654044533.4493797,670,1654044533,448750780,,True,True,False,True,POSCTL,4
1654044534.447994,671,1654044534,447570465,,True,True,False,True,POSCTL,4
1654044535.4471421,672,1654044535,446526557,,True,True,False,True,POSCTL,4
1654044536.449902,673,1654044536,449266760,,True,True,False,True,POSCTL,4
1654044537.4494948,674,1654044537,449118204,,True,True,False,True,POSCTL,4
1654044538.4473052,675,1654044538,446939944,,True,True,False,True,POSCTL,4
1654044539.4481452,676,1654044539,447761777,,True,True,False,True,POSCTL,4
1654044540.4489913,677,1654044540,448604906,,True,True,False,True,POSCTL,4
1654044541.4468513,678,1654044541,446488868,,True,True,False,True,POSCTL,4
1654044542.4486938,679,1654044542,448360812,,True,True,False,True,POSCTL,4
1654044543.4485114,680,1654044543,448146459,,True,True,False,True,POSCTL,4
1654044544.4473412,681,1654044544,446986366,,True,True,False,True,POSCTL,4
1654044545.448199,682,1654044545,447796662,,True,True,False,True,POSCTL,4
1654044546.4490597,683,1654044546,448672532,,True,True,False,True,POSCTL,4
1654044547.4479764,684,1654044547,447552235,,True,True,False,True,POSCTL,4
1654044548.447702,685,1654044548,447338919,,True,True,False,True,POSCTL,4
1654044549.4475322,686,1654044549,447176752,,True,True,False,True,POSCTL,4
1654044550.4463751,687,1654044550,446005289,,True,True,False,True,POSCTL,4
1654044551.4475048,688,1654044551,446891640,,True,True,False,True,POSCTL,4
1654044552.4490793,689,1654044552,448689473,,True,True,False,True,POSCTL,4
1654044553.4478946,690,1654044553,447520805,,True,True,False,True,POSCTL,4
1654044554.447788,691,1654044554,447376119,,True,True,False,True,POSCTL,4
1654044555.449585,692,1654044555,449207582,,True,True,False,True,POSCTL,4
1654044556.4484441,693,1654044556,448052637,,True,True,False,True,POSCTL,4
1654044557.4474428,694,1654044557,446922821,,True,True,False,True,POSCTL,4
1654044558.4485254,695,1654044558,447809210,,True,True,False,True,POSCTL,4
1654044559.4484231,696,1654044559,447652172,,True,True,False,True,POSCTL,4
1654044560.4470077,697,1654044560,446503949,,True,True,False,True,POSCTL,4
1654044561.4465787,698,1654044561,446233856,,True,True,False,True,POSCTL,4
1654044562.4484475,699,1654044562,448057078,,True,True,False,True,POSCTL,4
1654044563.4494526,700,1654044563,448971336,,True,True,False,True,POSCTL,4
1654044564.44713,701,1654044564,446741169,,True,True,False,True,POSCTL,4
1654044565.4490163,702,1654044565,448638798,,True,True,False,True,POSCTL,4
1654044566.4490612,703,1654044566,448535131,,True,True,False,True,POSCTL,4
1654044567.4477894,704,1654044567,447322186,,True,True,False,True,POSCTL,4
1654044568.4486828,705,1654044568,448169778,,True,True,False,True,POSCTL,4
1654044569.4498613,706,1654044569,449026740,,True,True,False,True,POSCTL,4
1654044570.45041,707,1654044570,449896443,,True,True,False,True,POSCTL,4
1654044571.448963,708,1654044571,448647980,,True,True,False,True,POSCTL,4
1654044572.4468393,709,1654044572,446476794,,True,True,False,True,POSCTL,4
1654044573.448696,710,1654044573,448330275,,True,True,False,True,POSCTL,4
1654044574.4494517,711,1654044574,449150533,,True,True,False,True,POSCTL,4
1654044575.449362,712,1654044575,448982551,,True,True,False,True,POSCTL,4
1654044576.4482548,713,1654044576,447826551,,True,True,False,True,POSCTL,4
1654044577.4480345,714,1654044577,447694069,,True,True,False,True,POSCTL,4
1654044578.4478805,715,1654044578,447526142,,True,True,False,True,POSCTL,4
1654044579.4486878,716,1654044579,448320012,,True,True,False,True,POSCTL,4
1654044580.4485593,717,1654044580,448198826,,True,True,False,True,POSCTL,4
1654044581.4474216,718,1654044581,447024696,,True,True,False,True,POSCTL,4
1654044582.4473073,719,1654044582,446895566,,True,True,False,True,POSCTL,4
1654044583.4500816,720,1654044583,449750269,,True,True,False,True,POSCTL,4
1654044584.446886,721,1654044584,446529250,,True,True,False,True,POSCTL,4
1654044585.448732,722,1654044585,448366601,,True,True,False,True,POSCTL,4
1654044586.4478257,723,1654044586,447283786,,True,True,False,True,POSCTL,4
1654044587.4486485,724,1654044587,448088433,,True,True,False,True,POSCTL,4
1654044588.4474761,725,1654044588,446985433,,True,True,False,True,POSCTL,4
1654044589.4499435,726,1654044589,448807599,,True,True,False,True,POSCTL,4
1654044590.4471667,727,1654044590,446647468,,True,True,False,True,POSCTL,4
1654044591.448897,728,1654044591,448421653,,True,True,False,True,POSCTL,4
1654044592.4478576,729,1654044592,447308912,,True,True,False,True,POSCTL,4
1654044593.4494288,730,1654044593,449084818,,True,True,False,True,POSCTL,4
1654044594.4472647,731,1654044594,446913670,,True,True,False,True,POSCTL,4
1654044595.447131,732,1654044595,446765688,,True,True,False,True,POSCTL,4
1654044596.447952,733,1654044596,447560946,,True,True,False,True,POSCTL,4
1654044597.449793,734,1654044597,449468261,,True,True,False,True,POSCTL,4
1654044598.4478302,735,1654044598,447353649,,True,True,False,True,POSCTL,4
1654044599.448769,736,1654044599,448212907,,True,True,False,True,POSCTL,4
1654044600.4494517,737,1654044600,448998740,,True,True,False,True,POSCTL,4
1654044601.4473245,738,1654044601,446843758,,True,True,False,True,POSCTL,4
1654044602.4500878,739,1654044602,449670961,,True,True,False,True,POSCTL,4
1654044603.4481947,740,1654044603,447679331,,True,True,False,True,POSCTL,4
1654044604.4478986,741,1654044604,447322219,,True,True,False,True,POSCTL,4
1654044605.4498034,742,1654044605,449356774,,True,True,False,True,POSCTL,4
1654044606.4485571,743,1654044606,448053977,,True,True,False,True,POSCTL,4
1654044607.4482725,744,1654044607,447816162,,True,True,False,True,POSCTL,4
1654044608.4481642,745,1654044608,447686680,,True,True,False,True,POSCTL,4
1654044609.44919,746,1654044609,448529364,,True,True,False,True,POSCTL,4
1654044610.4479868,747,1654044610,447414327,,True,True,False,True,POSCTL,4
1654044611.449673,748,1654044611,449234641,,True,True,False,True,POSCTL,4
1654044612.447498,749,1654044612,447036196,,True,True,False,True,POSCTL,4
1654044613.4483702,750,1654044613,447840529,,True,True,False,True,POSCTL,4
