Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,rssi,channels_0,channels_1,channels_2,channels_3,channels_4,channels_5,channels_6,channels_7,channels_8,channels_9,channels_10,channels_11,channels_12,channels_13,channels_14,channels_15,channels_16,channels_17
1654044147.0361104,5793,1654044147,12891520,,40,1494,1493,985,1494,982,1494,1851,982,982,1094,2005,982,982,982,1494,1494,998,998
1654044147.0871298,5794,1654044147,77892032,,40,1494,1493,985,1494,982,1494,1851,982,982,1094,2005,982,982,982,1494,1494,998,998
1654044147.1361191,5795,1654044147,120892032,,40,1494,1493,985,1494,982,1494,1851,982,982,1094,2005,982,982,982,1494,1494,998,998
1654044147.1858404,5796,1654044147,162893568,,40,1494,1493,985,1494,982,1494,1851,982,982,1094,2005,982,982,982,1494,1494,998,998
1654044147.2372744,5797,1654044147,226893568,,40,1494,1493,985,1494,982,1494,1851,982,982,1094,2005,982,982,982,1494,1494,998,998
1654044147.284847,5798,1654044147,268894592,,40,1494,1493,985,1494,982,1494,1851,982,982,1094,2005,982,982,982,1494,1494,998,998
1654044147.3368437,5799,1654044147,332894592,,40,1494,1493,985,1494,982,1494,1851,982,982,1094,2005,982,982,982,1494,1494,998,998
1654044147.3868608,5800,1654044147,376895360,,40,1494,1493,985,1494,982,1494,1851,982,982,1094,2005,982,982,982,1494,1494,998,998
1654044147.436082,5801,1654044147,418895360,,40,1494,1493,985,1494,982,1494,1851,982,982,1094,2005,982,982,982,1494,1494,998,998
1654044147.486972,5802,1654044147,482896128,,40,1494,1493,985,1494,982,1494,1851,982,982,1094,2005,982,982,982,1494,1494,998,998
1654044147.53802,5803,1654044147,525896128,,40,1494,1493,985,1494,982,1494,1851,982,982,1094,2005,982,982,982,1494,1494,998,998
